Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
Female,21,Computer Science,56.2,8.5,2.28,5.7,9,3.24
Female,21,Mathematics,43.1,2.5,1.96,7.1,3,1.7
Male,22,Business,88.8,7.5,2.42,8.9,7,1.67
Male,24,Psychology,50.0,4.3,2.72,6.7,12,2.45
Male,22,Engineering,51.3,7.9,3.64,7.3,7,3.31
Male,22,Engineering,70.0,5.8,3.35,9.0,8,2.72
Female,21,Business,38.7,2.9,3.13,4.7,11,1.6
Male,21,Computer Science,62.6,11.2,2.98,7.6,14,3.04
Male,19,Business,61.6,6.4,3.15,8.1,14,2.08
Female,20,Business,68.8,7.4,2.82,8.3,8,2.2
Female,20,Psychology,49.3,5.1,1.79,7.1,10,2.02
Male,22,Psychology,62.2,10.5,2.26,6.3,10,2.0
Female,21,Engineering,65.4,3.7,2.17,5.5,18,2.17
Female,20,Mathematics,90.6,12.6,1.61,8.4,8,2.91
Male,23,Engineering,81.5,7.7,3.04,6.8,8,3.67
Male,21,Psychology,71.9,7.5,3.04,8.3,6,3.22
Female,21,Mathematics,34.1,5.0,2.59,7.2,4,2.59
Male,21,Engineering,55.2,7.8,2.67,8.0,11,1.9
Male,22,Business,82.4,9.2,2.86,5.8,11,2.91
Male,19,Computer Science,71.9,4.8,3.02,6.3,5,2.31
Female,21,Computer Science,65.3,9.6,2.91,5.2,8,1.96
Male,20,Computer Science,83.8,8.7,2.08,7.7,12,2.9
Female,20,Engineering,66.7,6.0,2.9,6.6,14,2.5
Male,21,Engineering,58.7,6.8,2.36,8.1,7,2.62
Male,21,Psychology,48.7,7.8,2.57,6.5,13,3.49
Male,22,Computer Science,71.7,4.4,2.5,5.8,11,2.9
Male,21,Psychology,77.9,8.3,2.67,8.1,15,2.69
Female,21,Computer Science,48.6,7.2,2.36,5.1,11,2.24
Female,21,Psychology,59.7,4.7,2.47,6.7,12,2.5
Female,22,Mathematics,48.9,4.7,2.24,6.2,10,2.36
Male,21,Psychology,50.5,9.8,2.4,6.4,14,2.08
Male,22,Psychology,62.0,8.4,2.33,7.3,6,2.88
Female,20,Economics,50.7,5.9,2.8,8.4,7,2.84
Female,22,Psychology,84.6,7.1,2.78,8.7,7,2.51
Male,21,Mathematics,57.7,10.0,2.55,7.6,9,2.14
Female,22,Engineering,35.9,5.7,2.18,7.3,13,2.49
Male,18,Computer Science,58.3,10.0,2.35,7.8,11,1.99
Male,22,Psychology,77.2,8.5,2.58,8.8,9,2.63
Female,21,Engineering,68.3,4.3,2.12,7.0,18,3.31
Female,22,Engineering,61.2,6.8,2.91,5.5,13,2.01
Female,22,Economics,55.4,8.3,2.47,4.8,10,2.32
Male,22,Economics,46.4,5.6,2.1,7.5,10,2.56
Female,22,Mathematics,51.4,5.8,3.03,7.6,15,1.99
Female,21,Mathematics,65.9,6.2,2.84,7.7,16,2.85
Male,21,Business,63.4,7.9,2.33,6.5,6,2.61
Female,23,Economics,57.8,10.7,2.38,7.4,3,2.53
Male,21,Engineering,68.1,6.3,2.72,7.0,7,3.36
Female,22,Business,47.1,4.0,2.9,8.8,10,1.82
Female,21,Business,74.0,8.2,2.88,8.3,9,2.45
Male,20,Engineering,49.1,8.8,2.01,7.8,7,1.91
Male,22,Engineering,74.6,5.7,3.2,6.1,10,2.02
Male,20,Computer Science,63.6,3.9,3.13,7.6,10,2.25
Male,22,Computer Science,48.0,6.4,2.56,8.3,13,1.86
Female,23,Engineering,71.5,9.8,2.79,9.2,9,3.58
Male,19,Computer Science,86.1,7.1,2.78,5.9,8,2.06
Female,21,Psychology,76.0,7.5,1.97,7.1,13,2.41
Male,22,Computer Science,50.6,9.0,3.32,5.8,12,2.85
Female,21,Business,49.0,6.3,3.13,6.0,11,2.84
Female,21,Engineering,49.0,11.8,2.12,8.7,12,2.4
Female,22,Business,54.5,6.4,2.98,7.8,5,2.31
Female,20,Psychology,85.8,8.4,1.96,7.0,5,3.42
Male,21,Engineering,65.5,10.9,2.1,8.3,13,2.21
Male,20,Engineering,75.9,9.5,3.38,8.2,10,2.36
Female,21,Business,53.1,10.4,2.86,7.9,11,2.87
Female,23,Engineering,58.1,3.9,2.71,6.7,15,2.33
Female,23,Economics,69.9,6.1,3.02,7.1,12,2.69
Female,21,Economics,63.2,10.9,3.22,5.3,17,3.2
Female,22,Mathematics,53.3,8.5,1.97,7.9,15,3.05
Male,20,Computer Science,64.9,9.9,2.57,7.7,8,3.28
Male,22,Business,49.3,5.9,3.2,6.7,15,3.21
Female,22,Business,73.6,11.2,2.66,6.7,9,2.33
Male,21,Psychology,64.3,5.1,2.73,7.4,4,3.0
Male,19,Economics,66.3,9.5,2.94,7.0,12,2.22
Male,21,Computer Science,56.5,6.3,3.55,8.9,5,2.31
Female,21,Business,69.5,8.6,2.89,5.6,10,2.54
Male,20,Psychology,60.4,8.3,2.51,6.2,17,2.32
Female,23,Business,62.5,7.2,2.5,6.2,13,3.28
Male,21,Business,62.3,10.7,2.72,7.2,9,2.81
Male,22,Computer Science,47.7,8.4,1.6,8.3,8,2.55
Male,22,Business,46.7,2.6,2.35,5.7,10,2.7
Male,20,Economics,63.7,10.4,3.41,6.3,8,2.92
Female,21,Psychology,62.8,6.4,2.53,8.6,11,2.73
Female,20,Engineering,83.4,5.1,2.22,7.7,9,2.41
Female,23,Economics,43.0,10.7,3.03,7.7,4,2.62
Female,20,Engineering,39.4,4.2,1.82,6.3,17,3.02
Female,19,Psychology,79.0,8.1,2.09,7.6,7,1.56
Male,23,Mathematics,66.2,6.1,3.04,9.0,10,2.06
Female,21,Computer Science,72.5,5.6,1.92,6.1,13,2.86
Male,21,Mathematics,65.0,7.4,3.17,6.5,13,2.4
Male,20,Engineering,59.9,6.2,2.67,6.1,5,3.37
Female,20,Computer Science,89.2,9.4,2.72,5.2,8,2.26
Female,20,Economics,72.0,11.3,3.25,6.9,3,2.72
Female,22,Computer Science,59.6,6.7,1.72,8.2,5,2.7
Female,22,Engineering,89.8,8.5,2.73,8.0,12,2.22
Male,22,Business,61.9,5.6,3.29,8.6,6,2.24
Male,23,Computer Science,46.5,12.1,2.75,8.3,12,3.07
Female,23,Economics,74.4,10.2,2.14,8.0,12,3.64
Male,22,Computer Science,78.3,4.8,2.55,6.4,11,2.97
Female,21,Mathematics,58.9,6.0,2.2,7.0,16,2.85
Male,21,Economics,70.5,10.8,2.2,6.4,13,2.39
Male,20,Economics,71.1,10.0,2.64,6.1,8,3.01
Male,20,Mathematics,57.5,9.6,2.54,6.9,9,2.93
Male,22,Engineering,57.2,4.8,2.23,6.4,10,2.28
Female,19,Mathematics,79.6,8.4,3.33,8.4,6,2.15
Male,21,Psychology,65.1,7.5,2.47,7.1,15,2.66
Female,21,Economics,63.5,7.9,2.75,8.6,11,3.08
Male,22,Psychology,77.2,5.1,2.7,7.0,14,3.12
Female,21,Engineering,69.8,3.0,2.8,7.3,15,2.4
Female,22,Engineering,73.7,7.9,2.27,7.5,7,2.31
Female,21,Mathematics,71.4,5.3,2.92,7.0,9,2.26
Male,19,Engineering,40.2,6.4,3.03,7.3,13,1.84
Male,20,Business,60.9,8.9,2.19,6.0,8,2.54
Male,21,Mathematics,73.2,6.2,3.28,8.1,9,2.51
Female,22,Engineering,71.3,9.3,3.48,8.2,11,2.95
Female,23,Computer Science,79.0,6.6,2.41,6.3,8,2.32
Male,19,Psychology,41.6,10.3,2.34,7.9,11,2.69
Male,22,Economics,58.8,6.3,1.63,5.0,8,2.2
Male,19,Mathematics,61.3,11.2,3.47,6.2,7,2.93
Female,21,Economics,48.6,6.4,2.56,6.4,12,1.95
Male,20,Computer Science,44.0,6.3,3.08,6.9,10,2.4
Male,22,Engineering,54.0,2.9,1.61,6.1,9,2.78
Female,20,Engineering,72.4,7.5,2.65,7.9,8,3.33
Female,20,Psychology,67.4,3.8,2.41,8.3,11,2.39
Male,21,Economics,46.5,6.0,2.99,5.4,8,2.92
Female,23,Engineering,61.4,6.1,2.88,5.4,6,2.49
Male,21,Mathematics,62.9,5.7,2.6,7.2,5,3.12
Male,22,Mathematics,60.9,6.1,2.86,7.2,16,3.01
Male,19,Computer Science,60.4,3.5,2.45,7.3,10,3.02
Female,21,Business,82.9,1.9,3.08,7.0,8,2.18
Female,19,Engineering,75.9,2.0,2.7,7.2,7,2.77
Female,20,Economics,72.1,4.0,2.6,7.3,11,2.81
Female,21,Mathematics,65.5,8.2,2.49,7.7,8,2.17
Female,22,Economics,48.1,4.4,2.87,5.7,10,2.34
Female,20,Mathematics,47.0,2.7,2.41,7.8,13,2.15
Male,19,Psychology,75.8,3.6,3.3,7.5,12,2.41
Male,22,Business,59.7,5.7,3.22,6.5,9,2.23
Female,22,Mathematics,55.0,2.8,2.51,6.0,12,2.8
Female,20,Computer Science,53.9,6.1,2.52,7.5,12,3.13
Female,22,Mathematics,72.3,7.1,3.33,5.6,9,2.77
Female,21,Business,56.5,12.4,2.89,7.0,5,2.83
Female,21,Computer Science,81.6,5.8,2.75,5.8,17,3.48
Female,19,Economics,86.6,9.5,2.83,8.0,16,2.11
Male,22,Mathematics,77.1,6.9,2.69,6.5,12,2.39
Male,23,Business,56.2,9.8,3.36,8.8,6,2.9
Female,20,Engineering,81.1,8.8,3.24,8.2,8,2.57
Female,22,Economics,51.6,8.3,2.92,6.5,16,2.68
Male,21,Computer Science,66.1,7.7,2.35,5.7,8,2.49
Male,19,Mathematics,63.7,5.2,2.75,5.9,11,2.64
Female,21,Mathematics,53.4,8.2,2.76,6.6,3,2.43
Female,20,Economics,46.2,7.8,3.35,7.0,15,3.0
Female,20,Business,50.0,4.7,3.02,6.0,7,2.06
Male,19,Mathematics,85.5,8.9,2.41,8.6,16,2.71
Female,21,Psychology,46.7,11.7,2.42,6.0,9,2.62
Female,20,Business,44.2,4.3,3.27,8.2,13,2.47
Male,21,Psychology,58.0,4.6,3.14,5.1,12,2.0
Female,20,Business,61.4,9.4,3.14,7.1,9,2.29
Male,22,Computer Science,54.1,11.1,2.85,6.1,11,3.71
Male,20,Mathematics,53.8,1.9,2.77,7.6,3,3.65
Male,22,Engineering,45.9,11.8,2.24,6.2,6,2.96
Female,21,Psychology,69.7,11.1,3.03,5.9,12,2.8
Female,20,Engineering,53.9,3.9,3.33,7.5,13,3.02
Male,22,Engineering,59.8,6.0,3.67,8.5,13,1.79
Male,20,Economics,62.9,6.4,2.4,8.5,12,3.36
Female,20,Engineering,67.8,5.0,2.07,7.3,6,2.46
Male,21,Psychology,53.0,8.2,2.62,6.7,8,3.16
Female,20,Psychology,60.2,7.3,2.0,5.7,9,2.9
Male,22,Computer Science,39.9,7.2,3.32,7.9,12,2.88
Female,20,Computer Science,64.0,6.4,2.31,6.4,15,2.76
Female,23,Business,57.3,4.7,2.71,8.3,6,2.59
Male,20,Business,62.8,9.0,2.44,7.6,14,2.56
Female,20,Computer Science,44.8,9.3,3.49,8.3,10,1.84
Male,20,Psychology,66.1,8.3,2.04,7.4,9,2.38
Male,21,Computer Science,62.7,12.2,2.27,8.3,11,1.79
Female,20,Computer Science,63.6,4.0,2.76,7.6,14,1.86
Male,23,Psychology,85.6,9.8,2.11,6.7,4,1.93
Female,21,Computer Science,66.1,10.7,2.85,7.3,13,2.35
Female,21,Computer Science,66.2,9.4,2.12,7.0,5,2.28
Male,21,Engineering,55.6,6.3,3.04,6.8,12,2.33
Female,21,Business,67.7,5.7,2.13,5.7,5,3.26
Female,21,Business,71.0,7.5,2.64,9.5,14,3.02
Female,20,Computer Science,57.6,2.9,3.01,6.4,8,1.97
Male,22,Engineering,86.0,6.0,2.18,6.2,11,2.21
Male,19,Mathematics,80.6,7.5,3.41,8.2,14,2.61
Male,22,Economics,48.9,6.4,2.24,7.4,9,2.28
Female,22,Business,68.9,8.7,3.21,6.2,16,3.54
Female,20,Mathematics,67.7,10.0,2.21,7.1,12,2.49
Female,20,Computer Science,72.6,11.1,2.66,6.5,8,2.27
Male,22,Computer Science,55.9,9.5,2.5,5.4,7,3.31
Male,20,Mathematics,45.5,7.9,2.13,5.9,10,2.56
Male,20,Mathematics,65.7,3.3,2.1,6.9,5,3.25
Male,21,Business,58.6,11.6,2.84,5.5,6,2.87
Female,19,Engineering,81.7,5.9,3.36,6.7,6,2.52
Female,20,Business,79.4,5.2,2.68,8.9,11,2.21
Female,22,Business,51.3,4.5,2.68,6.7,10,1.63
Male,22,Engineering,73.5,10.6,2.53,6.6,7,1.71
Female,22,Psychology,43.2,10.8,3.2,8.9,6,2.05
Male,23,Economics,77.8,5.9,2.68,6.2,6,2.7
Male,20,Economics,55.3,9.0,3.0,8.9,9,2.65
Male,21,Engineering,70.8,8.8,2.47,6.5,13,2.12
Female,20,Economics,71.3,7.2,2.57,8.3,9,2.4
